,aperture,beta,steered,input,output
217,0.001,1.0,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
218,0.001,1.0,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
219,0.001,1.0,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
220,0.001,1.0,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
221,0.001,1.0,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
222,0.001,1.0,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
223,0.001,1.0,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
224,0.001,1.0,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
225,0.01,0.0,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty standard setup:
1) My laptop (a Toshiba Satellite A5500)
2) 2x 4GB DDR3 RAM"
226,0.01,0.0,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
227,0.01,0.0,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
228,0.01,0.0,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
229,0.01,0.0,True,I am going to a ,"I am going to a  church that is not in the US. I am also going to a church that has been around for over 200 years.
The Church of Jesus Christ of Latter Day Saints (LDS) is the largest and most influential Christian denomination in the United"
230,0.01,0.0,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty standard setup:
1) My laptop (a Toshiba Satellite A5500)
2) 2x 4GB DDR3 RAM"
231,0.01,0.0,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
232,0.01,0.0,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
233,0.01,0.0,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
234,0.01,0.0,True,I am going to a ,"I am going to a  church that is not in the US. I am also going to a church that has been around for over 200 years.
The Church of Jesus Christ of Latter Day Saints (LDS) is the largest and most influential Christian denomination in the United"
235,0.01,0.0,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty standard setup:
1) My laptop (a Toshiba Satellite A5500)
2) 2x 4GB DDR3 RAM"
236,0.01,0.0,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
237,0.01,0.0,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
238,0.01,0.0,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
239,0.01,0.0,True,I am going to a ,"I am going to a  church that is not in the US. I am also going to a church that has been around for over 200 years.
The Church of Jesus Christ of Latter Day Saints (LDS) is the largest and most influential Christian denomination in the United"
240,0.01,0.0,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty standard setup:
1) My laptop (a Toshiba Satellite A5500)
2) 2x 4GB DDR3 RAM"
241,0.01,0.0,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
242,0.01,0.0,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
243,0.01,0.0,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
244,0.01,0.0,True,I am going to a ,"I am going to a  church that is not in the US. I am also going to a church that has been around for over 200 years.
The Church of Jesus Christ of Latter Day Saints (LDS) is the largest and most influential Christian denomination in the United"
245,0.01,0.1,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
246,0.01,0.1,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
247,0.01,0.1,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
248,0.01,0.1,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
249,0.01,0.1,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
250,0.01,0.1,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
251,0.01,0.1,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
252,0.01,0.1,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
253,0.01,0.1,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
254,0.01,0.1,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
255,0.01,0.1,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty standard setup:
1) My laptop (a Toshiba Satellite A5500)
2) 2x 4GB DDR3 RAM"
256,0.01,0.1,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
257,0.01,0.1,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
258,0.01,0.1,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
259,0.01,0.1,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
260,0.01,0.1,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
261,0.01,0.1,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
262,0.01,0.1,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
263,0.01,0.1,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
264,0.01,0.1,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
265,0.01,0.2,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
266,0.01,0.2,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
267,0.01,0.2,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
268,0.01,0.2,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
269,0.01,0.2,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
270,0.01,0.2,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
271,0.01,0.2,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
272,0.01,0.2,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
273,0.01,0.2,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
274,0.01,0.2,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
275,0.01,0.2,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
276,0.01,0.2,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
277,0.01,0.2,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
278,0.01,0.2,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was thinking about how I would approach this, and came up with a couple of questions that might be helpful for those who are"
279,0.01,0.2,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
280,0.01,0.2,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
281,0.01,0.2,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
282,0.01,0.2,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
283,0.01,0.2,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
284,0.01,0.2,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
285,0.01,0.3,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
286,0.01,0.3,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
287,0.01,0.3,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
288,0.01,0.3,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
289,0.01,0.3,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
290,0.01,0.3,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
291,0.01,0.3,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
292,0.01,0.3,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
293,0.01,0.3,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
294,0.01,0.3,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
295,0.01,0.3,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
296,0.01,0.3,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
297,0.01,0.3,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
298,0.01,0.3,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was thinking about how I would approach this, and came up with a couple of questions that might be helpful for those who are"
299,0.01,0.3,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
300,0.01,0.3,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
301,0.01,0.3,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
302,0.01,0.3,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
303,0.01,0.3,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
304,0.01,0.3,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
305,0.01,0.4,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
306,0.01,0.4,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
307,0.01,0.4,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
308,0.01,0.4,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
309,0.01,0.4,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
310,0.01,0.4,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
311,0.01,0.4,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
312,0.01,0.4,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
313,0.01,0.4,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
314,0.01,0.4,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
315,0.01,0.4,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
316,0.01,0.4,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
317,0.01,0.4,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
318,0.01,0.4,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
319,0.01,0.4,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
320,0.01,0.4,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
321,0.01,0.4,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
322,0.01,0.4,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
323,0.01,0.4,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
324,0.01,0.4,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
325,0.01,0.5,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
326,0.01,0.5,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
327,0.01,0.5,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
328,0.01,0.5,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
329,0.01,0.5,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
330,0.01,0.5,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
331,0.01,0.5,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
332,0.01,0.5,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
333,0.01,0.5,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
334,0.01,0.5,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
335,0.01,0.5,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
336,0.01,0.5,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
337,0.01,0.5,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
338,0.01,0.5,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
339,0.01,0.5,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
340,0.01,0.5,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
341,0.01,0.5,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
342,0.01,0.5,True,I am going to a ,"I am going to a  semi-private concert with my friends this weekend. I've been meaning to go for a while, but I was never able to get the money together. This time around, I'm hoping that my friends will be able to help me"
343,0.01,0.5,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
344,0.01,0.5,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
345,0.01,0.6,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
346,0.01,0.6,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
347,0.01,0.6,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
348,0.01,0.6,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
349,0.01,0.6,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
350,0.01,0.6,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this type of conference. I have been to many conferences but none of them have had this kind of content. What do you think?
If you are interested in"
351,0.01,0.6,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
352,0.01,0.6,True,I am going to a ,"I am going to a  semi-professional wrestling show in a few days. I am hoping to see some of the wrestlers that are doing the top level shows, but I will also be seeing some of the lesser known guys who are making their way up through the ranks"
353,0.01,0.6,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
354,0.01,0.6,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
355,0.01,0.6,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
356,0.01,0.6,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
357,0.01,0.6,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
358,0.01,0.6,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
359,0.01,0.6,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
360,0.01,0.6,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
361,0.01,0.6,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
362,0.01,0.6,True,I am going to a ,"I am going to a  semi-private concert with my friends this weekend. I've been meaning to go for a while, but I was never able to get the money together. This time around, I'm hoping that my friends will be able to help me"
363,0.01,0.6,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
364,0.01,0.6,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
365,0.01,0.7,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
366,0.01,0.7,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
367,0.01,0.7,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
368,0.01,0.7,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
369,0.01,0.7,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
370,0.01,0.7,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this type of conference. I have been to many conferences but none of them have had this kind of content. What do you think?
If you are interested in"
371,0.01,0.7,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
372,0.01,0.7,True,I am going to a ,"I am going to a  semi-professional wrestling show in a few days. I'm not sure if I'll be able to go, but I'll try. The reason for this is that I want to see what it's like to be a wrestler. What does"
373,0.01,0.7,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
